GT,prediction
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note102
note096,note108
note097,note103
note098,note105
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note029
note022,note030
note023,note030
note024,note028
note025,note029
note026,note042
note027,note042
note028,note037
note029,note029
note030,note046
note031,note040
note032,note032
note033,note042
note034,note035
note035,note035
note036,note038
note037,note038
note038,note038
note039,note039
note040,note033
note041,note034
note042,note042
note043,note043
note044,note044
note045,note045
note046,note058
note047,note047
note048,note060
note049,note042
note050,note043
note051,note051
note052,note052
note053,note046
note054,note066
note055,note048
note056,note069
note057,note069
note058,note051
note059,note052
note060,note053
note061,note054
note062,note055
note063,note056
note064,note057
note065,note058
note066,note059
note067,note060
note068,note061
note069,note062
note070,note063
note071,note064
note072,note065
note073,note066
note074,note067
note075,note068
note076,note069
note077,note070
note078,note083
note079,note084
note080,note085
note081,note086
note082,note075
note083,note076
note084,note089
note085,note078
note086,note079
note087,note080
note088,note081
note089,note082
note090,note083
note091,note084
note092,note097
note093,note086
note094,note087
note095,note100
note096,note089
note097,note102
note098,note098
note099,note092
note100,note093
note101,note106
note102,note102
note103,note096
note104,note104
note105,note098
note106,note099
note107,note106
note108,note108
note021,note040
note022,note040
note023,note022
note024,note022
note025,note029
note026,note030
note027,note022
note028,note023
note029,note024
note030,note050
note031,note029
note032,note022
note033,note029
note034,note042
note035,note042
note036,note029
note037,note038
note038,note039
note039,note058
note040,note034
note041,note042
note042,note043
note043,note032
note044,note045
note045,note034
note046,note047
note047,note047
note048,note048
note049,note050
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note050
note063,note063
note064,note064
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note103
note021,note034
note022,note046
note023,note035
note024,note060
note025,note049
note026,note050
note027,note051
note028,note040
note029,note053
note030,note042
note031,note055
note032,note056
note033,note057
note034,note046
note035,note047
note036,note060
note037,note049
note038,note062
note039,note063
note040,note051
note041,note053
note042,note054
note043,note055
note044,note056
note045,note069
note046,note070
note047,note059
note048,note072
note049,note073
note050,note062
note051,note075
note052,note064
note053,note065
note054,note066
note055,note079
note056,note080
note057,note069
note058,note070
note059,note071
note060,note072
note061,note085
note062,note074
note063,note075
note064,note076
note065,note077
note066,note090
note067,note079
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note089
note078,note090
note079,note091
note080,note092
note081,note093
note082,note094
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note108
note097,note097
note098,note098
note099,note099
note100,note105
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note105
note108,note108
note021,note021
note022,note037
note023,note048
note024,note035
note025,note037
note026,note038
note027,note042
note028,note043
note029,note041
note030,note042
note031,note043
note032,note047
note033,note045
note034,note046
note035,note047
note036,note048
note037,note049
note038,note050
note039,note051
note040,note052
note041,note053
note042,note054
note043,note055
note044,note056
note045,note057
note046,note058
note047,note059
note048,note060
note049,note061
note050,note062
note051,note063
note052,note064
note053,note077
note054,note066
note055,note067
note056,note080
note057,note069
note058,note082
note059,note071
note060,note072
note061,note073
note062,note074
note063,note075
note064,note076
note065,note077
note066,note078
note067,note079
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note089
note078,note090
note079,note091
note080,note092
note081,note093
note082,note094
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note089
note097,note097
note098,note104
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note104
note107,note107
note108,note108
note021,note032
note022,note046
note023,note046
note024,note046
note025,note037
note026,note039
note027,note039
note028,note039
note029,note039
note030,note041
note031,note043
note032,note044
note033,note045
note034,note046
note035,note047
note036,note036
note037,note049
note038,note038
note039,note039
note040,note052
note041,note053
note042,note042
note043,note055
note044,note044
note045,note045
note046,note058
note047,note047
note048,note060
note049,note061
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note068
note057,note057
note058,note058
note059,note059
note060,note072
note061,note061
note062,note074
note063,note063
note064,note064
note065,note077
note066,note066
note067,note067
note068,note080
note069,note069
note070,note082
note071,note071
note072,note072
note073,note085
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note083
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note098
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note087
note107,note095
note108,note102
note021,note028
note022,note024
note023,note035
note024,note024
note025,note037
note026,note038
note027,note030
note028,note040
note029,note041
note030,note042
note031,note041
note032,note044
note033,note045
note034,note046
note035,note047
note036,note048
note037,note049
note038,note050
note039,note039
note040,note040
note041,note053
note042,note054
note043,note043
note044,note044
note045,note057
note046,note058
note047,note059
note048,note060
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note070
note059,note071
note060,note072
note061,note073
note062,note074
note063,note075
note064,note076
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note082
note071,note083
note072,note084
note073,note073
note074,note074
note075,note087
note076,note088
note077,note089
note078,note090
note079,note079
note080,note092
note081,note081
note082,note082
note083,note095
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note103
note092,note092
note093,note105
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note108
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note022
note022,note022
note023,note023
note024,note027
note025,note027
note026,note026
note027,note030
note028,note030
note029,note030
note030,note030
note031,note030
note032,note035
note033,note033
note034,note035
note035,note035
note036,note036
note037,note037
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note046
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note047
note060,note048
note061,note049
note062,note062
note063,note050
note064,note052
note065,note053
note066,note054
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note080
note080,note080
note081,note094
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note100
note089,note089
note090,note090
note091,note091
note092,note092
note093,note105
note094,note094
note095,note095
note096,note102
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note102
note104,note104
note105,note104
note106,note106
note107,note107
note108,note108
note021,note023
note022,note023
note023,note023
note024,note024
note025,note023
note026,note023
note027,note023
note028,note023
note029,note023
note030,note026
note031,note023
note032,note026
note033,note023
note034,note023
note035,note039
note036,note028
note037,note025
note038,note029
note039,note026
note040,note037
note041,note037
note042,note037
note043,note039
note044,note051
note045,note052
note046,note041
note047,note042
note048,note037
note049,note037
note050,note045
note051,note058
note052,note035
note053,note037
note054,note037
note055,note050
note056,note051
note057,note051
note058,note041
note059,note042
note060,note041
note061,note057
note062,note069
note063,note069
note064,note059
note065,note030
note066,note030
note067,note050
note068,note051
note069,note051
note070,note041
note071,note023
note072,note023
note073,note025
note074,note081
note075,note026
note076,note030
note077,note026
note078,note030
note079,note030
note080,note041
note081,note023
note082,note023
note083,note025
note084,note023
note085,note025
note086,note025
note087,note030
note088,note025
note089,note025
note090,note025
note091,note025
note092,note023
note093,note023
note094,note025
note095,note025
note096,note025
note097,note025
note098,note023
note099,note025
note100,note025
note101,note025
note102,note025
note103,note025
note104,note025
note105,note025
note106,note025
note107,note025
note108,note025
note021,note021
note022,note032
note023,note023
note024,note024
note025,note023
note026,note025
note027,note027
note028,note027
note029,note030
note030,note030
note031,note030
note032,note030
note033,note032
note034,note032
note035,note035
note036,note036
note037,note037
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note046
note047,note047
note048,note041
note049,note042
note050,note043
note051,note044
note052,note045
note053,note046
note054,note047
note055,note048
note056,note049
note057,note050
note058,note051
note059,note052
note060,note053
note061,note054
note062,note055
note063,note056
note064,note057
note065,note058
note066,note059
note067,note060
note068,note061
note069,note062
note070,note063
note071,note064
note072,note065
note073,note066
note074,note067
note075,note068
note076,note069
note077,note070
note078,note071
note079,note084
note080,note073
note081,note074
note082,note075
note083,note077
note084,note077
note085,note090
note086,note079
note087,note080
note088,note093
note089,note082
note090,note095
note091,note096
note092,note097
note093,note086
note094,note087
note095,note088
note096,note089
note097,note090
note098,note103
note099,note099
note100,note093
note101,note094
note102,note107
note103,note096
note104,note097
note105,note098
note106,note099
note107,note100
note108,note101
note021,note021
note022,note021
note023,note021
note024,note021
note025,note021
note026,note021
note027,note021
note028,note031
note029,note021
note030,note031
note031,note045
note032,note031
note033,note035
note034,note034
note035,note035
note036,note048
note037,note037
note038,note038
note039,note039
note040,note040
note041,note053
note042,note042
note043,note043
note044,note056
note045,note045
note046,note046
note047,note047
note048,note048
note049,note061
note050,note050
note051,note063
note052,note064
note053,note053
note054,note054
note055,note055
note056,note068
note057,note069
note058,note058
note059,note071
note060,note072
note061,note073
note062,note062
note063,note075
note064,note064
note065,note077
note066,note066
note067,note079
note068,note080
note069,note081
note070,note082
note071,note071
note072,note072
note073,note073
note074,note074
note075,note087
note076,note088
note077,note077
note078,note090
note079,note091
note080,note080
note081,note093
note082,note094
note083,note095
note084,note096
note085,note085
note086,note086
note087,note099
note088,note100
note089,note101
note090,note102
note091,note099
note092,note104
note093,note105
note094,note106
note095,note107
note096,note096
note097,note104
note098,note105
note099,note099
note100,note100
note101,note106
note102,note102
note103,note105
note104,note104
note105,note105
note106,note106
note107,note106
note108,note108
note021,note021
note022,note030
note023,note030
note024,note029
note025,note037
note026,note038
note027,note030
note028,note040
note029,note041
note030,note042
note031,note043
note032,note044
note033,note045
note034,note046
note035,note047
note036,note048
note037,note049
note038,note050
note039,note051
note040,note052
note041,note053
note042,note054
note043,note055
note044,note044
note045,note057
note046,note058
note047,note059
note048,note060
note049,note049
note050,note074
note051,note075
note052,note076
note053,note065
note054,note078
note055,note078
note056,note081
note057,note081
note058,note046
note059,note071
note060,note072
note061,note073
note062,note062
note063,note087
note064,note076
note065,note077
note066,note078
note067,note067
note068,note068
note069,note081
note070,note082
note071,note083
note072,note072
note073,note073
note074,note086
note075,note087
note076,note088
note077,note077
note078,note102
note079,note081
note080,note094
note081,note030
note082,note093
note083,note107
note084,note100
note085,note096
note086,note030
note087,note107
note088,note108
note089,note102
note090,note108
note091,note023
note092,note100
note093,note100
note094,note031
note095,note035
note096,note101
note097,note097
note098,note100
note099,note030
note100,note100
note101,note031
note102,note023
note103,note096
note104,note097
note105,note023
note106,note100
note107,note100
note108,note023
note021,note033
note022,note034
note023,note035
note024,note036
note025,note026
note026,note038
note027,note039
note028,note040
note029,note029
note030,note042
note031,note036
note032,note056
note033,note045
note034,note046
note035,note059
note036,note048
note037,note022
note038,note050
note039,note063
note040,note052
note041,note053
note042,note054
note043,note055
note044,note056
note045,note057
note046,note058
note047,note059
note048,note041
note049,note073
note050,note062
note051,note056
note052,note033
note053,note077
note054,note067
note055,note067
note056,note065
note057,note069
note058,note066
note059,note083
note060,note046
note061,note085
note062,note086
note063,note087
note064,note077
note065,note089
note066,note077
note067,note053
note068,note054
note069,note067
note070,note056
note071,note057
note072,note058
note073,note071
note074,note060
note075,note061
note076,note074
note077,note065
note078,note076
note079,note065
note080,note104
note081,note105
note082,note094
note083,note107
note084,note082
note085,note083
note086,note084
note087,note073
note088,note086
note089,note075
note090,note090
note091,note090
note092,note090
note093,note082
note094,note092
note095,note094
note096,note082
note097,note098
note098,note084
note099,note086
note100,note086
note101,note087
note102,note088
note103,note089
note104,note090
note105,note092
note106,note092
note107,note093
note108,note094
note021,note053
note022,note021
note023,note021
note024,note053
note025,note021
note026,note021
note027,note022
note028,note021
note029,note021
note030,note021
note031,note021
note032,note021
note033,note021
note034,note021
note035,note021
note036,note021
note037,note023
note038,note021
note039,note021
note040,note021
note041,note083
note042,note082
note043,note021
note044,note023
note045,note022
note046,note088
note047,note021
note048,note029
note049,note027
note050,note021
note051,note025
note052,note029
note053,note025
note054,note025
note055,note025
note056,note025
note057,note029
note058,note030
note059,note030
note060,note030
note061,note032
note062,note032
note063,note034
note064,note034
note065,note035
note066,note037
note067,note038
note068,note038
note069,note039
note070,note040
note071,note041
note072,note042
note073,note043
note074,note044
note075,note045
note076,note058
note077,note059
note078,note060
note079,note049
note080,note062
note081,note051
note082,note052
note083,note054
note084,note054
note085,note055
note086,note068
note087,note057
note088,note058
note089,note071
note090,note060
note091,note073
note092,note074
note093,note075
note094,note076
note095,note077
note096,note078
note097,note079
note098,note080
note099,note081
note100,note082
note101,note083
note102,note085
note103,note085
note104,note088
note105,note088
note106,note088
note107,note089
note108,note090
note021,note021
note022,note025
note023,note021
note024,note021
note025,note021
note026,note021
note027,note021
note028,note021
note029,note025
note030,note021
note031,note021
note032,note021
note033,note025
note034,note025
note035,note028
note036,note025
note037,note025
note038,note025
note039,note025
note040,note025
note041,note029
note042,note030
note043,note030
note044,note032
note045,note032
note046,note032
note047,note032
note048,note036
note049,note036
note050,note038
note051,note039
note052,note040
note053,note040
note054,note054
note055,note042
note056,note044
note057,note045
note058,note046
note059,note047
note060,note048
note061,note049
note062,note050
note063,note051
note064,note052
note065,note065
note066,note066
note067,note067
note068,note056
note069,note070
note070,note070
note071,note072
note072,note072
note073,note049
note074,note074
note075,note051
note076,note065
note077,note077
note078,note078
note079,note079
note080,note081
note081,note081
note082,note094
note083,note095
note084,note085
note085,note086
note086,note086
note087,note101
note088,note101
note089,note101
note090,note080
note091,note093
note092,note096
note093,note085
note094,note085
note095,note085
note096,note098
note097,note098
note098,note098
note099,note099
note100,note107
note101,note098
note102,note098
note103,note099
note104,note098
note105,note105
note106,note107
note107,note107
note108,note096
note021,note045
note022,note039
note023,note047
note024,note021
note025,note050
note026,note038
note027,note039
note028,note052
note029,note041
note030,note054
note031,note055
note032,note056
note033,note057
note034,note058
note035,note047
note036,note060
note037,note061
note038,note050
note039,note051
note040,note052
note041,note065
note042,note108
note043,note055
note044,note068
note045,note057
note046,note039
note047,note083
note048,note060
note049,note073
note050,note074
note051,note076
note052,note076
note053,note089
note054,note021
note055,note021
note056,note021
note057,note021
note058,note021
note059,note021
note060,note021
note061,note021
note062,note021
note063,note021
note064,note021
note065,note021
note066,note021
note067,note021
note068,note021
note069,note021
note070,note021
note071,note021
note072,note021
note073,note021
note074,note021
note075,note021
note076,note028
note077,note021
note078,note033
note079,note021
note080,note021
note081,note021
note082,note021
note083,note021
note084,note021
note085,note021
note086,note021
note087,note021
note088,note021
note089,note030
note090,note028
note091,note028
note092,note021
note093,note030
note094,note028
note095,note021
note096,note033
note097,note021
note098,note028
note099,note021
note100,note021
note101,note022
note102,note021
note103,note021
note104,note021
note105,note021
note106,note021
note107,note029
note108,note021
note021,note021
note022,note031
note023,note023
note024,note022
note025,note032
note026,note031
note027,note031
note028,note035
note029,note032
note030,note038
note031,note038
note032,note040
note033,note041
note034,note042
note035,note042
note036,note044
note037,note044
note038,note033
note039,note046
note040,note047
note041,note036
note042,note049
note043,note038
note044,note039
note045,note040
note046,note041
note047,note042
note048,note043
note049,note056
note050,note045
note051,note058
note052,note047
note053,note049
note054,note049
note055,note050
note056,note051
note057,note052
note058,note054
note059,note054
note060,note055
note061,note056
note062,note057
note063,note058
note064,note071
note065,note061
note066,note061
note067,note075
note068,note063
note069,note076
note070,note077
note071,note077
note072,note079
note073,note080
note074,note082
note075,note070
note076,note083
note077,note084
note078,note085
note079,note088
note080,note087
note081,note089
note082,note089
note083,note090
note084,note079
note085,note086
note086,note094
note087,note095
note088,note095
note089,note096
note090,note086
note091,note098
note092,note085
note093,note094
note094,note086
note095,note098
note096,note098
note097,note098
note098,note086
note099,note086
note100,note098
note101,note098
note102,note098
note103,note098
note104,note086
note105,note086
note106,note086
note107,note086
note108,note086
note021,note028
note022,note034
note023,note035
note024,note036
note025,note037
note026,note038
note027,note039
note028,note040
note029,note041
note030,note042
note031,note043
note032,note044
note033,note045
note034,note046
note035,note047
note036,note048
note037,note049
note038,note050
note039,note051
note040,note052
note041,note053
note042,note054
note043,note055
note044,note056
note045,note057
note046,note070
note047,note059
note048,note060
note049,note061
note050,note062
note051,note063
note052,note064
note053,note065
note054,note066
note055,note067
note056,note068
note057,note069
note058,note070
note059,note071
note060,note084
note061,note073
note062,note074
note063,note075
note064,note076
note065,note077
note066,note078
note067,note079
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note074
note075,note075
note076,note076
note077,note077
note078,note090
note079,note091
note080,note086
note081,note093
note082,note094
note083,note095
note084,note096
note085,note085
note086,note098
note087,note099
note088,note100
note089,note101
note090,note102
note091,note103
note092,note104
note093,note105
note094,note106
note095,note107
note096,note108
note097,note104
note098,note105
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note107
note021,note021
note022,note024
note023,note030
note024,note030
note025,note030
note026,note030
note027,note031
note028,note033
note029,note035
note030,note035
note031,note035
note032,note036
note033,note037
note034,note038
note035,note039
note036,note040
note037,note053
note038,note042
note039,note043
note040,note056
note041,note057
note042,note046
note043,note047
note044,note060
note045,note061
note046,note050
note047,note051
note048,note052
note049,note053
note050,note054
note051,note055
note052,note056
note053,note057
note054,note058
note055,note071
note056,note060
note057,note061
note058,note062
note059,note063
note060,note076
note061,note077
note062,note078
note063,note079
note064,note080
note065,note081
note066,note082
note067,note083
note068,note084
note069,note085
note070,note086
note071,note088
note072,note088
note073,note089
note074,note090
note075,note091
note076,note092
note077,note093
note078,note094
note079,note095
note080,note096
note081,note097
note082,note098
note083,note099
note084,note100
note085,note101
note086,note102
note087,note103
note088,note104
note089,note105
note090,note106
note091,note107
note092,note108
note093,note104
note094,note105
note095,note099
note096,note100
note097,note101
note098,note102
note099,note103
note100,note104
note101,note105
note102,note106
note103,note107
note104,note102
note105,note108
note106,note108
note107,note108
note108,note105
note021,note021
note022,note022
note023,note022
note024,note023
note025,note025
note026,note025
note027,note022
note028,note022
note029,note022
note030,note032
note031,note025
note032,note034
note033,note034
note034,note034
note035,note037
note036,note036
note037,note039
note038,note039
note039,note039
note040,note039
note041,note029
note042,note042
note043,note034
note044,note033
note045,note033
note046,note034
note047,note047
note048,note048
note049,note037
note050,note038
note051,note051
note052,note052
note053,note041
note054,note042
note055,note055
note056,note056
note057,note045
note058,note046
note059,note047
note060,note048
note061,note061
note062,note050
note063,note063
note064,note064
note065,note053
note066,note066
note067,note067
note068,note068
note069,note057
note070,note058
note071,note059
note072,note060
note073,note061
note074,note062
note075,note063
note076,note076
note077,note065
note078,note066
note079,note067
note080,note068
note081,note069
note082,note070
note083,note071
note084,note072
note085,note085
note086,note074
note087,note075
note088,note076
note089,note089
note090,note090
note091,note091
note092,note092
note093,note081
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note095
note108,note108
note021,note021
note022,note021
note023,note021
note024,note021
note025,note021
note026,note021
note027,note021
note028,note021
note029,note021
note030,note031
note031,note021
note032,note021
note033,note021
note034,note036
note035,note037
note036,note037
note037,note038
note038,note039
note039,note040
note040,note041
note041,note042
note042,note043
note043,note044
note044,note045
note045,note046
note046,note047
note047,note048
note048,note049
note049,note050
note050,note051
note051,note052
note052,note053
note053,note054
note054,note055
note055,note056
note056,note057
note057,note058
note058,note071
note059,note060
note060,note061
note061,note050
note062,note075
note063,note076
note064,note065
note065,note066
note066,note079
note067,note068
note068,note057
note069,note082
note070,note071
note071,note072
note072,note073
note073,note074
note074,note075
note075,note076
note076,note077
note077,note078
note078,note079
note079,note080
note080,note081
note081,note082
note082,note083
note083,note084
note084,note085
note085,note086
note086,note087
note087,note088
note088,note089
note089,note090
note090,note091
note091,note092
note092,note093
note093,note094
note094,note095
note095,note096
note096,note097
note097,note098
note098,note099
note099,note100
note100,note101
note101,note102
note102,note103
note103,note104
note104,note105
note105,note106
note106,note107
note107,note108
note108,note108
note021,note048
note022,note034
note023,note024
note024,note024
note025,note025
note026,note025
note027,note024
note028,note025
note029,note024
note030,note032
note031,note042
note032,note041
note033,note038
note034,note034
note035,note035
note036,note036
note037,note037
note038,note050
note039,note039
note040,note052
note041,note041
note042,note042
note043,note055
note044,note056
note045,note057
note046,note058
note047,note059
note048,note060
note049,note061
note050,note062
note051,note063
note052,note052
note053,note065
note054,note066
note055,note055
note056,note068
note057,note069
note058,note070
note059,note071
note060,note072
note061,note061
note062,note074
note063,note075
note064,note076
note065,note065
note066,note078
note067,note079
note068,note080
note069,note081
note070,note082
note071,note083
note072,note084
note073,note085
note074,note086
note075,note087
note076,note088
note077,note077
note078,note078
note079,note091
note080,note092
note081,note093
note082,note082
note083,note095
note084,note096
note085,note097
note086,note098
note087,note099
note088,note100
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note105
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note100
note108,note108
note021,note029
note022,note021
note023,note021
note024,note021
note025,note021
note026,note021
note027,note046
note028,note046
note029,note100
note030,note046
note031,note089
note032,note089
note033,note077
note034,note041
note035,note055
note036,note055
note037,note056
note038,note057
note039,note058
note040,note059
note041,note061
note042,note061
note043,note062
note044,note063
note045,note055
note046,note066
note047,note055
note048,note068
note049,note069
note050,note058
note051,note058
note052,note072
note053,note073
note054,note073
note055,note075
note056,note068
note057,note069
note058,note058
note059,note070
note060,note072
note061,note073
note062,note073
note063,note075
note064,note076
note065,note073
note066,note066
note067,note067
note068,note080
note069,note069
note070,note071
note071,note071
note072,note084
note073,note073
note074,note085
note075,note076
note076,note076
note077,note077
note078,note092
note079,note092
note080,note092
note081,note096
note082,note096
note083,note084
note084,note096
note085,note096
note086,note075
note087,note096
note088,note089
note089,note096
note090,note096
note091,note096
note092,note096
note093,note096
note094,note102
note095,note096
note096,note096
note097,note096
note098,note105
note099,note096
note100,note105
note101,note105
note102,note107
note103,note096
note104,note100
note105,note101
note106,note102
note107,note101
note108,note089
note021,note021
note022,note025
note023,note025
note024,note026
note025,note030
note026,note022
note027,note041
note028,note054
note029,note025
note030,note025
note031,note021
note032,note039
note033,note023
note034,note023
note035,note031
note036,note031
note037,note033
note038,note084
note039,note031
note040,note021
note041,note031
note042,note022
note043,note022
note044,note092
note045,note022
note046,note025
note047,note025
note048,note080
note049,note080
note050,note080
note051,note080
note052,note080
note053,note080
note054,note084
note055,note084
note056,note059
note057,note072
note058,note084
note059,note086
note060,note063
note061,note063
note062,note063
note063,note108
note064,note108
note065,note077
note066,note108
note067,note078
note068,note078
note069,note078
note070,note108
note071,note108
note072,note108
note073,note073
note074,note108
note075,note075
note076,note076
note077,note108
note078,note104
note079,note092
note080,note080
note081,note094
note082,note082
note083,note096
note084,note106
note085,note097
note086,note106
note087,note106
note088,note101
note089,note103
note090,note103
note091,note106
note092,note106
note093,note106
note094,note106
note095,note106
note096,note105
note097,note106
note098,note106
note099,note106
note100,note108
note101,note097
note102,note105
note103,note106
note104,note106
note105,note105
note106,note105
note107,note108
note108,note108
note021,note021
note022,note028
note023,note022
note024,note028
note025,note028
note026,note022
note027,note022
note028,note022
note029,note022
note030,note024
note031,note040
note032,note039
note033,note039
note034,note035
note035,note039
note036,note039
note037,note035
note038,note037
note039,note035
note040,note040
note041,note039
note042,note040
note043,note039
note044,note032
note045,note040
note046,note046
note047,note035
note048,note048
note049,note037
note050,note050
note051,note039
note052,note052
note053,note041
note054,note042
note055,note043
note056,note056
note057,note045
note058,note046
note059,note047
note060,note048
note061,note049
note062,note050
note063,note051
note064,note052
note065,note053
note066,note054
note067,note067
note068,note068
note069,note057
note070,note058
note071,note059
note072,note060
note073,note061
note074,note062
note075,note063
note076,note064
note077,note065
note078,note066
note079,note067
note080,note068
note081,note069
note082,note070
note083,note071
note084,note072
note085,note073
note086,note074
note087,note075
note088,note076
note089,note077
note090,note078
note091,note079
note092,note080
note093,note081
note094,note082
note095,note083
note096,note084
note097,note085
note098,note086
note099,note087
note100,note088
note101,note089
note102,note090
note103,note091
note104,note092
note105,note093
note106,note094
note107,note095
note108,note096
note021,note021
note022,note022
note023,note022
note024,note029
note025,note029
note026,note032
note027,note024
note028,note025
note029,note032
note030,note033
note031,note035
note032,note037
note033,note033
note034,note032
note035,note035
note036,note034
note037,note037
note038,note038
note039,note039
note040,note040
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note046
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note061
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note070
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note022
note022,note022
note023,note022
note024,note035
note025,note028
note026,note024
note027,note026
note028,note025
note029,note035
note030,note030
note031,note035
note032,note033
note033,note038
note034,note038
note035,note035
note036,note036
note037,note036
note038,note042
note039,note038
note040,note044
note041,note041
note042,note042
note043,note043
note044,note044
note045,note045
note046,note046
note047,note047
note048,note048
note049,note049
note050,note050
note051,note051
note052,note052
note053,note053
note054,note054
note055,note055
note056,note056
note057,note057
note058,note058
note059,note059
note060,note060
note061,note061
note062,note062
note063,note063
note064,note064
note065,note065
note066,note066
note067,note067
note068,note068
note069,note069
note070,note070
note071,note071
note072,note072
note073,note073
note074,note074
note075,note075
note076,note076
note077,note077
note078,note078
note079,note079
note080,note080
note081,note081
note082,note082
note083,note083
note084,note084
note085,note085
note086,note086
note087,note087
note088,note088
note089,note089
note090,note090
note091,note091
note092,note092
note093,note093
note094,note094
note095,note095
note096,note096
note097,note097
note098,note098
note099,note099
note100,note100
note101,note101
note102,note102
note103,note103
note104,note104
note105,note105
note106,note106
note107,note107
note108,note108
note021,note028
note022,note032
note023,note030
note024,note031
note025,note032
note026,note022
note027,note037
note028,note032
note029,note037
note030,note037
note031,note034
note032,note034
note033,note021
note034,note037
note035,note042
note036,note039
note037,note032
note038,note032
note039,note032
note040,note041
note041,note027
